"visitor_id","visit_date","utm_source","utm_medium","utm_campaign","lead_id","created_at","amount","closing_reason","status_id"
"73427c16102f062fbc74cb309bf5e49fbae9354f",2023-06-01 02:49:00.000,vk,cpc,freemium-frontend,"26861197",2023-06-01 07:44:54.000,0,Не реализовано,143
"53b64039a14b071f9701e4f7fca9af6cd3ec2be4",2023-06-01 02:51:02.000,vk,cpc,prof-python,"34641290",2023-06-08 15:40:33.000,0,Не реализовано,143
"90d366ed11304f64a170b2ac6686d4a7c5a63b51",2023-06-01 02:53:00.000,vk,cpc,freemium-frontend,"64853038",2023-06-22 11:15:05.000,0,Не реализовано,143
"9504d17528b1f8bb6b6f46741ee1020ed20d044a",2023-06-01 02:54:00.000,vk,cpc,base-python,"46339824",2023-06-07 20:55:48.000,0,Не реализовано,143
e11a406e6845cce64d976a44c9a047d33af00bed,2023-06-01 02:55:00.000,vk,cpc,prof-data-analytics,"12096057",2023-06-20 21:13:28.000,0,Не реализовано,143
"073bd3166fa9a56d82e6a1515006f5b0f12f174a",2023-06-01 03:01:00.000,vk,cpc,freemium-python,"66783864",2023-06-29 18:46:21.000,0,Не реализовано,143
fb82a0397906833ce6b914bf9bd40d2754cd33c1,2023-06-01 03:02:00.000,vk,cpc,prof-java,"11812112",2023-06-19 21:13:51.000,0,Не реализовано,143
"8563027df23007bf77516814abcf4d87e404035a",2023-06-01 03:02:00.000,vk,cpc,prof-java,"58492670",2023-06-19 14:13:20.000,0,В работе,141
a099c85d2bfc4a4cb29513f0f5bce29f18ec2c15,2023-06-01 03:04:00.000,vk,cpc,base-python,"75131847",2023-06-21 14:00:39.000,0,Не реализовано,143
"676ec48ba51c6b637eedd92da7178a607412d860",2023-06-01 03:04:00.000,vk,cpc,freemium-frontend,"49065696",2023-06-13 11:27:48.000,0,Не реализовано,143
d3bf6b00d4ed6503f3c2eaa484661322f18bc966,2023-06-01 03:07:00.000,vk,cpc,prof-frontend,"31233950",2023-06-20 15:08:21.000,0,Не реализовано,143
ae0de3c7df2027eca06e36c47abceec6cae0ef87,2023-06-01 03:08:00.000,vk,cpc,base-python,"60139551",2023-06-03 20:06:04.000,0,Не реализовано,143
"19cb09b152fba033a342a22933f0cc80b74e1cb1",2023-06-01 03:10:00.000,vk,cpc,prof-python,"44238631",2023-06-02 09:51:41.000,0,Не реализовано,143
"836efbad66dae89d2415fbd1b656de450e4dc004",2023-06-01 03:12:00.000,vk,cpc,freemium-java,"12152846",2023-06-11 10:21:32.000,0,Не реализовано,143
a91cdb4de41751d8948c637d95627e831843d8d2,2023-06-01 03:12:00.000,vk,cpc,prof-data-analytics,"43443585",2023-06-09 22:04:01.000,0,Не реализовано,143
"15ce1c7201909d0efe4b79bddef2dc6d8158ee12",2023-06-01 03:14:00.000,vk,cpc,prof-python,"9654130",2023-06-15 11:42:32.000,0,Не реализовано,143
"457926ec9c30c4252325a9bb7c44c7dc63dff006",2023-06-01 03:15:00.000,vk,cpc,freemium-frontend,"70645516",2023-06-19 20:02:23.000,0,Не реализовано,143
"00b1702a67cb2d0e0e3d5e96508ec65056174623",2023-06-01 03:15:53.000,vk,cpc,prof-python,"29984592",2023-06-01 17:55:10.000,0,Не реализовано,143
"7aa216bf536f49cfb54dec657ca4348f01460087",2023-06-01 03:20:00.000,vk,cpc,freemium-python,"43670741",2023-06-23 15:05:56.000,0,Не реализовано,143
c3f550e4b934b64fd1e7d202048bf8ec57a86dba,2023-06-01 03:21:00.000,vk,cpc,freemium-java,"67294965",2023-06-23 17:57:37.000,0,Не реализовано,143
"42d052425708e0cee279039380b262fe78991b25",2023-06-01 03:23:53.000,vk,cpc,freemium-python,"4088808",2023-06-17 19:56:43.000,0,Не реализовано,143
"4338274a363cea6cd139a5b9bcf1fd28cd08c346",2023-06-01 03:24:00.000,vk,cpc,freemium-java,"19535416",2023-06-18 01:23:17.000,0,Не реализовано,143
c1641bc0b70729c0fe096ea5ce1bbc1a8ac996b9,2023-06-01 03:25:00.000,vk,cpc,prof-data-analytics,"29019179",2023-06-12 12:05:58.000,0,Не реализовано,143
"1e1fd89378a45361565cbd05e853612c9dcdd3e7",2023-06-01 03:29:00.000,vk,cpc,freemium-frontend,"19932939",2023-06-07 15:50:44.000,0,Не реализовано,143
"5e57f41fcce21e12d7e08fdf4a2ebd45bf44b1ed",2023-06-01 03:31:00.000,vk,cpc,freemium-frontend,"43784319",2023-06-17 13:18:22.000,0,Не реализовано,143
"00bdb83bb09545e44897577013531ee7efd52dcb",2023-06-01 03:36:00.000,vk,cpc,prof-data-analytics,"11073855",2023-06-13 19:35:17.000,0,Не реализовано,143
ee73d6671b313fcb3fdd80817e57bf73b67b9628,2023-06-01 03:41:49.000,vk,cpc,freemium-frontend,"24248903",2023-06-01 15:27:21.000,0,Не реализовано,143
b0c01fddc0055ac9a81d0ca0ccaa810909bcf129,2023-06-01 03:42:00.000,vk,cpc,prof-data-analytics,"36174593",2023-06-05 11:21:42.000,0,Не реализовано,143
"110c656fc548a2819db7810df5729d98ba258505",2023-06-01 03:49:00.000,vk,cpc,base-python,"21295875",2023-06-17 17:09:55.000,0,Не реализовано,143
d2bc04ca428e10b9e7d127dcc0fdc7559b2b760b,2023-06-01 03:49:00.000,vk,cpc,freemium-frontend,"60991386",2023-06-15 13:47:39.000,0,В работе,141
"26d483224d881fbe182041b86bc7586f51f0fd59",2023-06-01 03:52:00.000,vk,cpc,freemium-python,"27372298",2023-06-15 13:53:10.000,0,Не реализовано,143
dbf88f806f6750a3e0c07778cbe4eb7fa002ea4c,2023-06-01 03:55:00.000,vk,cpc,prof-python,"50996522",2023-06-15 17:24:30.000,0,Не реализовано,143
"5848707dfa2163a9f5a5adf4fd8a23f36d16f9c9",2023-06-01 03:57:13.000,vk,cpc,freemium-frontend,"34754868",2023-06-02 13:40:13.000,0,Не реализовано,143
"08c9a932923a56df254663900366c84cbfc57960",2023-06-01 03:58:00.000,vk,cpc,prof-data-analytics,"3918441",2023-06-06 03:08:19.000,0,Не реализовано,143
"9bea628239a302786a8576244a69650be4681df3",2023-06-01 04:05:00.000,vk,cpc,freemium-python,"3520918",2023-06-04 09:48:16.000,0,Не реализовано,143
"08b79d1e40d5ebc7527a728fc1da06449832cb3a",2023-06-01 04:06:06.000,vk,cpc,prof-data-analytics,"76040471",2023-06-07 05:20:21.000,0,Не реализовано,143
"72b02d0269a2c62876fb50d8093543b4d7bc8b1a",2023-06-01 04:08:00.000,vk,cpc,prof-python,"16923122",2023-06-04 14:23:12.000,0,Не реализовано,143
b1659d615f7188758c4584ada04cbd34f20e9ada,2023-06-01 04:10:00.000,vk,cpc,freemium-frontend,"9313396",2023-06-11 17:00:29.000,0,Не реализовано,143
"6ac9737df0a4bc3b385a1ed1972df6c30c4c08fe",2023-06-01 04:11:25.000,vk,cpc,base-python,"55710009",2023-06-01 08:59:02.000,0,В работе,141
"60302571955936aab3daec70a2af4fee680998d9",2023-06-01 04:15:00.000,vk,cpc,prof-data-analytics,"58379092",2023-06-19 17:24:59.000,0,В работе,141
e2cfc6e9d635747520f2931b2c4e1439fafa9cf3,2023-06-01 04:16:00.000,vk,cpc,freemium-python,"50087898",2023-06-22 00:24:32.000,0,Не реализовано,143
"5f5d05db620866b11f4bf422a179193e6f72fa25",2023-06-01 04:23:51.000,vk,cpc,freemium-python,"2498716",2023-06-16 16:43:34.000,0,Не реализовано,143
